first_name,first_name_len_1,first_name_len_2,last_name,last_name_len_1,last_name_len_2,father,father_len_1,father_len_2,gender,match
0.6,6,4,1.0,3,3,0.6666666666666666,6,6,1,0
0.8333333333333334,7,5,0.4,3,7,0.8333333333333334,7,5,1,0
1.0,3,3,0.7142857142857143,3,4,0.46153846153846156,8,5,1,0
1.0,6,6,0.38461538461538464,9,4,0.45454545454545453,4,7,1,0
0.36363636363636365,8,3,1.0,4,4,0.5,7,3,0,0
1.0,7,7,0.375,11,5,0.4,7,3,1,0
1.0,4,4,0.3333333333333333,4,8,0.4166666666666667,9,3,1,0
0.46153846153846156,8,5,0.875,7,9,0.5833333333333334,7,5,1,0
0.5,3,7,0.5555555555555556,5,4,1.0,5,5,0,0
0.4,4,6,0.6666666666666666,5,7,1.0,7,7,1,0
0.875,9,7,0.3,7,3,0.4444444444444444,6,3,1,0
0.25,2,6,1.0,8,8,0.3333333333333333,6,3,1,0
0.4444444444444444,3,6,0.6153846153846154,8,5,1.0,4,4,0,0
1.0,8,8,0.3,3,7,0.5833333333333334,5,7,1,0
1.0,6,6,0.8571428571428571,7,7,0.5,6,6,1,0
0.4444444444444444,6,3,1.0,7,7,0.4,6,4,1,0
0.5882352941176471,8,9,0.8571428571428571,6,8,0.2727272727272727,3,8,1,0
0.8333333333333334,6,6,1.0,5,5,0.5,8,6,1,0
0.375,6,2,0.9,5,5,0.5833333333333334,5,7,1,0
0.6,4,6,0.9444444444444444,9,9,0.5714285714285714,7,7,1,0
0.5,4,8,1.0,7,7,0.4166666666666667,7,5,1,0
0.3333333333333333,2,7,0.8333333333333334,7,5,0.5555555555555556,5,4,1,0
0.6428571428571429,8,6,0.5,7,3,0.8,6,4,1,0
0.4,6,4,0.4444444444444444,6,3,1.0,8,8,1,0
0.35714285714285715,4,10,0.4,6,4,1.0,7,7,1,0
1.0,4,4,0.3333333333333333,8,4,0.6666666666666666,8,4,1,0
0.38461538461538464,10,3,1.0,5,5,0.6,5,5,1,0
1.0,6,6,0.875,9,7,0.4,3,7,1,0
0.45454545454545453,7,4,1.0,9,9,0.6153846153846154,6,7,1,0
1.0,6,6,0.36363636363636365,3,8,0.45454545454545453,7,4,1,0
0.2222222222222222,2,7,0.38461538461538464,9,4,1.0,5,5,0,0
0.75,7,5,1.0,6,6,0.5,6,4,0,0
0.5333333333333333,8,7,1.0,5,5,0.8333333333333334,7,5,1,0
0.75,4,4,1.0,5,5,0.36363636363636365,4,7,1,0
1.0,8,8,0.3,3,7,0.5833333333333334,5,7,1,0
0.25,2,6,1.0,8,8,0.3333333333333333,6,3,1,0
0.4444444444444444,6,3,1.0,4,4,0.375,5,3,1,0
0.4444444444444444,3,6,0.75,6,6,1.0,4,4,1,0
1.0,6,6,0.5,6,10,0.5833333333333334,5,7,1,0
1.0,5,5,0.4444444444444444,3,6,0.5,3,5,1,0
0.8461538461538461,7,6,0.9523809523809523,10,11,0.5555555555555556,4,5,1,0
0.5555555555555556,3,6,0.7272727272727273,5,6,1.0,7,7,0,0
0.45454545454545453,5,6,1.0,8,8,0.9333333333333333,7,8,1,0
0.7272727272727273,5,6,1.0,5,5,0.4,11,4,1,0
0.45454545454545453,7,4,1.0,6,6,0.4,4,11,1,0
0.5833333333333334,5,7,0.36363636363636365,8,3,1.0,7,7,1,0
1.0,7,7,0.5,5,5,1.0,5,5,1,0
0.5333333333333333,10,5,0.6,4,6,1.0,5,5,1,0
1.0,4,4,0.9333333333333333,7,8,0.5333333333333333,8,7,1,0
1.0,4,4,0.4,3,7,0.5,8,6,1,0
1.0,7,7,0.5333333333333333,9,6,0.42857142857142855,5,2,1,0
0.45454545454545453,6,5,0.42857142857142855,10,4,1.0,4,4,1,0
0.3333333333333333,7,2,1.0,7,7,0.5384615384615384,7,6,1,0
0.38461538461538464,9,4,1.0,7,7,0.4117647058823529,6,11,1,0
0.375,3,5,0.5555555555555556,3,6,1.0,6,6,0,0
0.7,5,5,0.42857142857142855,9,5,1.0,4,4,1,0
1.0,6,6,0.5,8,6,0.3333333333333333,11,4,1,0
0.6666666666666666,6,6,1.0,4,4,0.35294117647058826,12,5,1,0
1.0,5,5,0.4375,6,10,0.5,6,4,1,0
0.6,4,6,1.0,6,6,0.6153846153846154,7,6,0,0
0.36363636363636365,4,7,0.6363636363636364,5,6,1.0,5,5,1,0
1.0,6,6,0.8571428571428571,7,7,0.4166666666666667,7,5,1,0
0.4166666666666667,5,7,0.8571428571428571,3,4,0.9333333333333333,7,8,0,0
0.5454545454545454,5,6,0.5384615384615384,5,8,1.0,6,6,1,0
1.0,6,6,0.75,3,5,0.8333333333333334,5,7,1,1
0.8333333333333334,6,6,1.0,3,3,0.8,6,4,1,1
1.0,5,5,0.9166666666666666,6,6,0.8,4,6,1,1
0.8,6,4,1.0,5,5,0.75,4,4,1,1
0.8,6,4,0.8571428571428571,7,7,0.8333333333333334,5,7,1,1
1.0,8,8,0.8333333333333334,5,7,0.8,5,5,1,1
0.8333333333333334,6,6,0.8333333333333334,7,5,0.8,5,5,1,1
1.0,5,5,0.8333333333333334,5,7,0.8571428571428571,6,8,1,1
0.8571428571428571,7,7,1.0,7,7,0.8333333333333334,7,5,1,1
0.875,7,9,1.0,6,6,0.8,5,5,1,1
0.9166666666666666,6,6,0.875,8,8,1.0,6,6,1,1
0.875,8,8,1.0,7,7,0.8333333333333334,5,7,1,1
0.75,4,4,0.8333333333333334,6,6,0.875,8,8,1,1
0.75,5,3,0.9375,8,8,0.5454545454545454,6,5,1,1
0.8888888888888888,9,9,0.8333333333333334,5,7,1.0,4,4,1,1
0.8571428571428571,6,8,0.8333333333333334,7,5,1.0,5,5,1,1
1.0,6,6,0.9285714285714286,7,7,0.8333333333333334,3,3,1,1
1.0,8,8,0.875,8,8,1.0,4,4,1,1
1.0,7,7,0.8333333333333334,6,6,0.8333333333333334,6,6,1,1
1.0,5,5,0.95,10,10,0.75,5,3,1,1
0.8571428571428571,8,6,0.8,5,5,0.875,8,8,1,1
0.8,4,6,1.0,7,7,0.9285714285714286,7,7,1,1
0.8,4,6,0.8571428571428571,8,6,0.9,5,5,1,1
0.8333333333333334,5,7,0.8,4,6,1.0,6,6,1,1
1.0,3,3,0.8333333333333334,7,5,0.8333333333333334,7,5,1,1
1.0,6,6,0.8333333333333334,5,7,0.75,3,5,1,1
0.8333333333333334,6,6,1.0,7,7,0.8571428571428571,7,7,1,1
1.0,6,6,0.8888888888888888,9,9,0.8,4,6,1,1
0.8571428571428571,8,6,1.0,7,7,0.9285714285714286,7,7,1,1
0.8571428571428571,6,8,0.8571428571428571,7,7,0.8333333333333334,5,7,1,1
0.8571428571428571,7,7,0.8,4,6,0.75,4,4,1,1
0.9285714285714286,7,7,0.8,6,4,0.8333333333333334,7,5,1,1
0.8,4,6,0.8,6,4,0.8571428571428571,8,6,1,1
0.8333333333333334,7,5,0.8571428571428571,6,8,0.8333333333333334,7,5,1,1
0.8571428571428571,8,6,0.8,4,6,0.8,6,4,1,1
0.875,7,9,0.875,7,9,0.75,4,4,1,1
0.8571428571428571,6,8,0.75,5,3,0.9166666666666666,6,6,1,1
0.8571428571428571,6,8,0.8333333333333334,6,6,0.8333333333333334,7,5,1,1
0.8,4,6,0.9375,8,8,0.9166666666666666,6,6,1,1
0.8333333333333334,7,5,0.9285714285714286,7,7,0.75,3,5,1,1
0.8571428571428571,7,7,0.8333333333333334,7,5,0.8,4,6,1,1
0.8333333333333334,6,6,0.8333333333333334,6,6,0.9285714285714286,7,7,1,1
0.9,5,5,0.9,10,10,0.8,5,5,1,1
1.0,6,6,0.8333333333333334,7,5,0.8571428571428571,6,8,1,1
0.8333333333333334,5,7,0.8333333333333334,7,5,0.8333333333333334,5,7,1,1
0.8571428571428571,6,8,0.6666666666666666,3,3,0.8333333333333334,6,6,1,1
0.875,8,8,0.8333333333333334,6,6,0.875,9,7,1,1
0.8,4,6,0.8333333333333334,5,7,0.8333333333333334,5,7,1,1
0.875,8,8,0.8,4,6,0.875,7,9,1,1
1.0,8,8,0.8,5,5,1.0,6,6,1,1
0.8333333333333334,7,5,0.875,4,4,0.8571428571428571,6,8,1,1
0.8571428571428571,6,8,0.8333333333333334,6,6,0.8333333333333334,7,5,1,1
0.875,7,9,0.875,7,9,0.75,4,4,1,1
0.8571428571428571,6,8,0.8571428571428571,7,7,0.8,6,4,1,1
0.9,5,5,0.9,10,10,0.8,5,5,1,1
0.8333333333333334,6,6,0.8,4,6,0.8571428571428571,6,8,1,1
0.8333333333333334,7,5,0.8571428571428571,6,8,0.8333333333333334,7,5,1,1
0.8571428571428571,6,8,0.6666666666666666,3,3,0.8333333333333334,6,6,1,1
0.8571428571428571,6,8,0.8333333333333334,7,5,0.8333333333333334,6,6,1,1
0.8,6,4,0.9,10,10,0.8,4,6,1,1
0.875,8,8,0.8333333333333334,6,6,0.875,9,7,1,1
0.6666666666666666,4,2,0.8,5,5,0.875,4,4,1,1
0.875,8,8,0.8,4,6,0.875,7,9,1,1
0.8333333333333334,7,5,0.9285714285714286,7,7,0.75,3,5,1,1
0.8571428571428571,8,6,0.8,4,6,0.8,6,4,1,1
0.8,6,4,0.9,10,10,0.75,4,4,1,1
